name,singer,style
"Immortals (End Credit Version) [""From ""Big Hero 6”] - (电影《超能陆战队》主题曲)",Fall Out Boy,摇滚
I Just Wanna Run,The Downtown Fiction,摇滚
Maps,Maroon 5,摇滚
What Makes You Beautiful,One Direction,摇滚
Me and My Broken Heart,Rixton,摇滚
Demons,Imagine Dragons,摇滚
Counting Stars,OneRepublic,摇滚
Something Just Like This,The Chainsmokers/Coldplay,摇滚
Don't Wanna Know,Maroon 5/Kendrick Lamar,摇滚
No Vacancy,OneRepublic,摇滚
Shots (Broiler Remix),Imagine Dragons/Broiler,摇滚
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,摇滚
Hymn For The Weekend [Remix],Alan Walker/Coldplay,摇滚
Heavy,Linkin Park/Kiiara,摇滚
Payphone,Maroon 5/Wiz Khalifa,摇滚
Perfect,One Direction,摇滚
The One,The Chainsmokers,摇滚
Starboy,The Weeknd/Daft Punk,摇滚
Apologize,OneRepublic,摇滚
Whatever It Takes,Imagine Dragons,摇滚
Viva La Vida,Coldplay,摇滚
Renegades,X Ambassadors,摇滚
"Hey, Soul Sister",Train,摇滚
Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,Anthem Lights,摇滚
Champion,Fall Out Boy,摇滚
Can We Dance,The Vamps,摇滚
Secrets,OneRepublic,摇滚
Everglow,Coldplay/Gwyneth Paltrow,摇滚
Battles and Wastelands,Neo Retros,摇滚
Locked Away,R. City/Adam Levine,摇滚
We All Want the Same Thing,Rixton,摇滚
Glad You Came,The Wanted,摇滚
Carry You,Union J,摇滚
Wherever I Go,OneRepublic,摇滚
The Phoenix,Fall Out Boy,摇滚
Best Day Of My Life,American Authors,摇滚
A Sky Full of Stars,Coldplay,摇滚
Love You Like the Movies,Anthem Lights,摇滚
Sugar,Maroon 5,摇滚
Up&Up (Radio Edit),Coldplay,摇滚
Tired,Alan Walker/Gavin James,摇滚
Am I Wrong (Win & Woo Remix),Win & Woo/Nico & Vinz,摇滚
Don't Let Me Down (Illenium Remix),ILLENIUM/The Chainsmokers/Daya,摇滚
Kids,OneRepublic,摇滚
Radioactive,Imagine Dragons,摇滚
Centuries,Fall Out Boy,摇滚
Hall of Fame,The Script/will.i.am,摇滚
Pillow talk,Auryn,摇滚
Boston,Augustana,摇滚
Nervous (The Ooh Song) [Mark McCabe Remix],Gavin James/Mark McCabe,摇滚
Help Me Out,Maroon 5/Julia Michaels,摇滚
Cake By The Ocean,DNCE,摇滚
Heathens - (电影《X特遣队》主题曲),twenty one pilots,摇滚
Cold,Maroon 5/Future,摇滚
Thunder,Imagine Dragons,摇滚
Rich Love,OneRepublic/SeeB,摇滚
Closer,The Chainsmokers/Halsey,摇滚
There For You,Martin Garrix/Troye Sivan,摇滚
Unbelievable,Owl City/Hanson,摇滚
Patience,Take That,摇滚
A Head Full Of Dreams,Coldplay,摇滚
Lose Yourself (Markino Faded Remix),Dj Markino/Alan Walker/Eminem,摇滚
Stereo Hearts,Gym Class Heroes/Adam Levine,摇滚
Bikini Body,Dawin/R. City,摇滚
I'm the One ,DJ Khaled/Justin Bieber/Quavo/Chance The Rapper/Lil Wayne,摇滚
Connection,OneRepublic,摇滚
Heart Like California,Before You Exit,摇滚
Tonight Tonight,Hot Chelle Rae,摇滚
Night Changes,One Direction,摇滚
See You Again - (有缘再见),Wiz Khalifa/Charlie Puth,摇滚
You,Future of Forestry,摇滚
Let Her Go,Passenger,摇滚
Romeo's Tune,Pajaro Sunrise,摇滚
Say Something,A Great Big World,摇滚
Taylor Swift Mash-Up,Anthem Lights,摇滚
Shine,Years & Years,摇滚
Won't Go Home Without You,Maroon 5,摇滚
All the Others,The Coronas,摇滚
Young And Menace,Fall Out Boy,摇滚
Future Looks Good,OneRepublic,摇滚
Up&Up (Freedo Remix),Coldplay/Freedo,摇滚
I Wanna Know,Alesso/Nico & Vinz,摇滚
Slow Dance Night,This Century,摇滚
Play That Song,Train,摇滚
Rude,MAGIC!,摇滚
Lighters,Bruno Mars/Royce da 5'9/Eminem/Royce Da,摇滚
Don't You Worry Child,Swedish House Mafia,摇滚
What Are You Waiting For?,Nickelback,摇滚
Shut up and Dance,Walk The Moon,摇滚
I Choose U,Timeflies,摇滚
Midnight City,M83,摇滚
Grapevine Valentine,Kingsfoil,摇滚
Adventure of a Lifetime,Coldplay,摇滚
Thrift Shop,Macklemore & Ryan Lewis/Wanz,摇滚
I Found A Girl,The Vamps/Omi,摇滚
Home,One Direction,摇滚
Wisdom,The Guggenheim Grotto,摇滚
Snow (Hey Oh),Red Hot Chili Peppers,摇滚
Because Of You,98°,摇滚
H.O.L.Y.,Florida Georgia Line,摇滚
Hypnotised,Coldplay,摇滚
Truly Madly Deeply,Savage Garden,摇滚
Sailboats,Sky Sailing/Owl City/Adam Young,摇滚
I Really Like You,Anthem Lights,摇滚
Some Nights,Fun.,摇滚
Wherever You Go,A Rocket to the Moon,摇滚
One Day (Album Version),Emblem3,摇滚
Fashion,The Royal Concept,摇滚
Ride,twenty one pilots,摇滚
You Don't Know Me,Ofenbach/Brodie Barclay,摇滚
Lay It All On Me,Rudimental/Ed Sheeran,摇滚
Beautiful Now,Zedd/Jon Bellion,摇滚
All We Know,The Chainsmokers/Phoebe Ryan,摇滚
I Feel It Coming,The Weeknd/Daft Punk,摇滚
Hymn For The Weekend,Coldplay,摇滚
Born To Race - (生而竞速),OneRepublic,摇滚
Not Today,Imagine Dragons,摇滚
I'm Sorry,Monta,摇滚
Sitting Here In Silence (On My Own),Oasis,摇滚
I Gave It All,Aquilo,摇滚
Oceans Deep,Sons Of Day,摇滚
Pedalo,The Heart Strings,摇滚
I Was Wrong,Surfer Blood,摇滚
90,Pompeya,摇滚
7 Years,Lukas Graham,摇滚
Count On You,Big Time Rush/Jordin Sparks,摇滚
She Looks So Perfect - Mikey Demo Vocal,5 Seconds of Summer,摇滚
Good Day,Lucky Stroke,摇滚
Moves Like Jagger,Maroon 5,摇滚
Love In A Box,The Workday Release,摇滚
"Meteorite - (From ""Bridget Jones' Baby"" Original Motion Picture Soundtrack)",Years & Years,摇滚
One Republic Mash-Up,Anthem Lights,摇滚
All Night,The Vamps/Matoma,摇滚
Special,Six60,摇滚
Dragostea Din Tei (Original Romanian Version),O-Zone,摇滚
The Fox - (狐狸怎么叫),Ylvis,摇滚
Harder Better Faster Stronger,Daft Punk,摇滚
When We Come Alive,Switchfoot,摇滚
Sketch Plane,Cam Kelley,摇滚
Remember The Name,Fort Minor/Styles of Beyond,摇滚
New Divide - (电影《变形金刚2:堕落金刚的复仇》主题曲),Linkin Park,摇滚
21 Guns,Green Day,摇滚
Disenchanted,My Chemical Romance,摇滚
Superheroes,The Script,摇滚
Roots,Imagine Dragons,摇滚
Juliet,LMNT,摇滚
Alone Together,Fall Out Boy,摇滚
Miss Jackson,Panic! At The Disco/Lolo,摇滚
Jailbreak,AWOLNATION,摇滚
U Make Me Wanna,Blue,摇滚
Sucker For Pain,Lil Wayne/Wiz Khalifa/Imagine Dragons/Logic/Ty Dolla $ign/X Ambassadors,摇滚
Somewhere Only We Know,Keane,摇滚
Boulevard Of Broken Dreams,Green Day,摇滚
In the End,Black Veil Brides,摇滚
I Just Wanna Live,Good Charlotte,摇滚
Just Dance,Vanilla Sky,摇滚
Come As You Are,Nirvana,摇滚
On My Own,Ashes Remain,摇滚
Supermassive Black Hole,Muse,摇滚
Everybody Knows I Love You,Lovebugs,摇滚
Take Me As I Am,FM Static,摇滚
Hero,Family of the Year,摇滚
Turnin',Young Rising Sons,摇滚
Ship In The Sand,Marble Sounds,摇滚
Cold November,Neo Retros,摇滚
I Love You,Stewart Mac,摇滚
I Do,911,摇滚
Wake Me Up When September Ends,Green Day,摇滚
Where Is the Love?,Justin Timberlake/Black Eyed Peas,摇滚
Nobody Compares,One Direction,摇滚
Run & Hide,This Century,摇滚
Lay You Down Easy,MAGIC!/Sean Paul,摇滚
Good Life,OneRepublic,摇滚
Don't Look Back in Anger,Oasis,摇滚
What I've Done - (电影《变形金刚1》主题曲),Linkin Park,摇滚
One More Night - LVLF Remix,Maroon 5,摇滚
We Are Young,Fun./Janelle Monáe,摇滚
Paris,The Chainsmokers/Emily Warren,摇滚
"Long, Long Way To Go",Def Leppard,摇滚
I Knew I Loved You,Savage Garden,摇滚
Lemon Tree,Fool's Garden,摇滚
Rhythm of the Rain,The Cascades,摇滚
Billionaire,Travie McCoy/Bruno Mars,摇滚
Smile,The Royal Concept,摇滚
Stressed Out,twenty one pilots,摇滚
Believer,Imagine Dragons,摇滚
The Longest Wave,Red Hot Chili Peppers,摇滚
Dancehall,Tribes,摇滚
Infinity,One Direction,摇滚
The Saltwater Room,Owl City/Breanne Düren,摇滚
Pompeii,Bastille,摇滚
Sorry,Jonas Brothers,摇滚
Animals,Maroon 5,摇滚
Wait On Me,Rixton,摇滚
Bang Bang,Green Day,摇滚
If Everyone Cared,Nickelback,摇滚
Don't Cry (Original),Guns N' Roses,摇滚
Irresistible,Fall Out Boy,摇滚
Numb,Linkin Park,摇滚
Good Time,Owl City/Carly Rae Jepsen,摇滚
Bye Bye Bye,*NSYNC,摇滚
One Love,Blue,摇滚
Enough To Let Me Go,Switchfoot,摇滚
Stop and Stare,OneRepublic,摇滚
Good Goodbye,Linkin Park/Pusha T/Stormzy,摇滚
Paradise,Coldplay,摇滚
Levitate - (电影《太空旅客》插曲),Imagine Dragons,摇滚
She's Kinda Hot,5 Seconds of Summer,摇滚
Still Waiting,Sum 41,摇滚
Beautiful Ones,Suede,摇滚
Every Breath You Take,The Police,摇滚
This Summer's Gonna Hurt Like a Motherfucker - Explicit,Maroon 5,摇滚
All The Right Moves,OneRepublic,摇滚
Angel With a Shotgun,The Cab,摇滚
Better Than One,The Score,摇滚
King,Years & Years,摇滚
Roads,Lawson,摇滚
Best of 2015: Style / What Do You Mean / Uptown Funk / Love Me Like You Do / Watch Me / See You Again,Anthem Lights,摇滚
Can't Complain,Relient K,摇滚
First Time Feeling,Dan + Shay,摇滚
Yellow,Coldplay,摇滚
You’re Not Alone,Owl City/Britt Nicole,摇滚
Only Love - (电视剧《妙手仁心 II》插曲),Trademark,摇滚
Stolen Dance,Milky Chance,摇滚
I Gotta Feeling,Black Eyed Peas,摇滚
Roses,The Chainsmokers/ROZES,摇滚
Drunk On Love,The Wanted,摇滚
Warriors - (《英雄联盟》2014全球总决赛主题曲),Imagine Dragons,摇滚
Faint,Linkin Park,摇滚
Intro: The Dawn,Dreamtale,摇滚
Intro,The xx,摇滚
Over My Head (Better Off Dead),Sum 41,摇滚
Fell For You (Otis Mix),Green Day,摇滚
Alpha Dog,Fall Out Boy,摇滚
Love Runs Out,OneRepublic,摇滚
It's My Life,Bon Jovi,摇滚
Take My Hand,Simple Plan,摇滚
Revolution Radio,Green Day,摇滚
If You Could See Me Now,The Script,摇滚
We Own The Night,The Wanted,摇滚
Live While We're Young,One Direction,摇滚
Go Big or Go Home,American Authors,摇滚
Identity,Kutless,摇滚
Lovestruck,The Vamps,摇滚
She Will Be Loved,Maroon 5,摇滚
"What A Catch, Donnie",Fall Out Boy,摇滚
Valentine's Day,Linkin Park,摇滚
When It's Time,Green Day,摇滚
Lake And Ocean,The Coral Sea,摇滚
The New Boy,Mando Diao,摇滚
Tear,Red Hot Chili Peppers,摇滚
Sight of the Sun,Fun.,摇滚
Tongue Tied,Faber Drive,摇滚
Gives You Hell,The All-American Rejects,摇滚
Between,Courrier,摇滚
Enchanted,Owl City,摇滚
Cancer,twenty one pilots,摇滚
The Sandman,Neo Retros,摇滚
The Sound Of Silence,Simon & Garfunkel,摇滚
Santa Monica,Savage Garden,摇滚
Fix You,Coldplay,摇滚
Breakeven,The Script,摇滚
Something I Need,OneRepublic,摇滚
Love Will Keep Us Alive - Album Version,Eagles,摇滚
Unintended,Muse,摇滚
Indian Summer,Stereophonics,摇滚
My Personal Song,The Bosshoss,摇滚
Drag Me Down,One Direction,摇滚
Basket Case,Green Day,摇滚
Black Tattoo,FM Static,摇滚
It's Not Over,Daughtry,摇滚
Somebody To You,The Vamps/Demi Lovato,摇滚
Uptown Funk,Mark Ronson/Bruno Mars,摇滚
Get Lucky,Daft Punk,摇滚
This Love,Maroon 5,摇滚
True Romance,Citizens!,摇滚
Cabin Down Below,The Royal Concept,摇滚
Stuck In My Heart,C21,摇滚
They Don't Know About Us,One Direction,摇滚
Fireflies,Owl City,摇滚
The Scientist,Coldplay,摇滚
Misery,Maroon 5,摇滚
All Rise,Blue,摇滚
Wonderwall,Oasis,摇滚
Welcome To My Life,Simple Plan,摇滚
Knockin' On Heaven's Door,Guns N' Roses,摇滚
Let It Rain,Gotthard,摇滚
Carrie,Europe,摇滚
Hurricane 2000,Scorpions,摇滚
Uma Thurman,Fall Out Boy,摇滚
The Hell Song,Sum 41,摇滚
Teenagers,My Chemical Romance,摇滚
Somewhere I Belong,Linkin Park,摇滚
Party Rock Anthem,LMFAO,摇滚
I Love You All the Time (Play It Forward Campaign),Imagine Dragons,摇滚
Steal My Girl,One Direction,摇滚
Ink,Coldplay,摇滚
Feelings,Maroon 5,摇滚
50 Ways to Say Goodbye,Train,摇滚
Don't Let Me Go,The Click Five,摇滚
Gold,Owl City,摇滚
Learn To Love Again (Radio Version),Lawson,摇滚
Twin Skeleton's (Hotel In NYC),Fall Out Boy,摇滚
I’m So Sorry,Imagine Dragons,摇滚
This Is Gospel,Panic! At The Disco,摇滚
Miracles - (电影《Unbroken》主题曲),Coldplay,摇滚
Life Is Beautiful,The Afters,摇滚
Only After You,Sixteen Cities,摇滚
18,One Direction,摇滚
Lucky Strike,Maroon 5,摇滚
Leave Out All The Rest (Single Version),Linkin Park,摇滚
Just One Yesterday,Fall Out Boy/Foxes,摇滚
Life In Color,OneRepublic,摇滚
Creep,Radiohead,摇滚
Fool's Day,Blur,摇滚
With Or Without You,U2,摇滚
Into The Fire,Thirteen Senses,摇滚
Closer,Travis,摇滚
Six Degrees Of Separation,The Script,摇滚
When Can I See You Again? - (《无敌破坏王》主题曲),Owl City/Adam Young,摇滚
I Lived,OneRepublic,摇滚
Magic,Coldplay,摇滚
Lost Stars,Maroon 5,摇滚
One Thing,One Direction,摇滚
Save Rock And Roll,Fall Out Boy/Elton John,摇滚
Numb Encore,Dr. Dre/50 Cent/Jay-Z/Eminem/Linkin Park,摇滚
Holiday,Green Day,摇滚
Drive By,Train,摇滚
Despre tine,O-Zone,摇滚
Love Is Easy,McFly,摇滚
Daylight,Maroon 5,摇滚
In The End,Linkin Park,摇滚
It's Time,Imagine Dragons,摇滚
If I Lose Myself,OneRepublic,摇滚
Never Say Never,The Fray,摇滚
Iridescent - (电影《变形金刚3:月黑之时》主题曲),Linkin Park,摇滚
The Man Who Can't Be Moved,The Script,摇滚
That's Why You Go Away,Michael Learns To Rock,摇滚
No Matter What,Boyzone,摇滚
Guilty,Blue,摇滚
History,One Direction,摇滚
Leaving California,Maroon 5,摇滚
Hotel California - (加州旅馆),Eagles,摇滚
Take Me To Your Heart,Michael Learns To Rock,摇滚
Christmas Lights,Coldplay,摇滚
Verge,Owl City/Aloe Blacc,摇滚
I Bet My Life,Imagine Dragons,摇滚
Hey Jude,The Beatles,摇滚
Yesterday (Remastered),The Beatles,摇滚
Let It Be (Remastered),The Beatles,摇滚
As Long as You Love Me,Backstreet Boys,摇滚
I Want It That Way,Backstreet Boys,摇滚
Show Me the Meaning of Being Lonely,Backstreet Boys,摇滚
Everybody (Backstreet's Back) (Radio Edit) - Radio Edit,Backstreet Boys,摇滚
Straight Through My Heart (Main Version),Backstreet Boys,摇滚
Shape Of My Heart,Backstreet Boys,摇滚
My Love(Radio Edit),Westlife,摇滚
Nothing's Gonna Change My Love For You,Westlife,摇滚
Seasons in the Sun,Westlife,摇滚
You Raise Me Up,Westlife,摇滚
Home,Westlife,摇滚
Beautiful World,Westlife,摇滚
Beautiful In White (Demo),Westlife,摇滚
Too Hard To Say Goodbye,Westlife,摇滚
Tremor (Original Mix),Dimitri Vegas/Martin Garrix/Like Mike,摇滚
Beautiful Now,Zedd/Jon Bellion,摇滚
The Spectre,Alan Walker,摇滚

Going Home (Album Version),Sophie Zelmani,民谣
Sutter's Mill,Dan Fogelberg,民谣
Paradise (Album Version),Bruce Springsteen,民谣
"Sleep, Baby, Sleep",BROODS,民谣
Five Hundred Miles - (500英里),Justin Timberlake/Carey Mulligan/Stark Sands,民谣
Let Her Go,Passenger,民谣
Vincent,Don McLean,民谣
Yesterday Once More,Carpenters,民谣
Moon River,Audrey Hepburn,民谣
You've Got a Way (Notting Hill Remix) - (你独有其法),Shania Twain,民谣
Donna Donna,Joan Baez,民谣
Valder Fields,Tamas Wells,民谣
Pedalo,The Heart Strings,民谣
Take Me Home Country Roads,John Denver,民谣
Ship In The Sand,Marble Sounds,民谣
Comes and Goes (In Waves),Greg Laswell,民谣
La Disparition,Keren Ann,民谣
Say Hello,Rosie Thomas/Sufjan Stevens,民谣
Dream,Priscilla Ahn,民谣
Riverside,Agnes Obel,民谣
If You Want Me,Markéta Irglová,民谣
Angel,Sarah McLachlan,民谣
9 Crimes,Damien Rice,民谣
Gotta Have You,The Weepies,民谣
In My Secret Life,Leonard Cohen,民谣
A Thousand Kisses Deep,Leonard Cohen,民谣
Better Together,Jack Johnson,民谣
"Flightless Bird, American Mouth",Iron & Wine,民谣
Sometimes When We Touch,Olivia Ong,民谣
Rabbit,Matt Duke,民谣
Craigie Hill,Cara Dillon,民谣
Longer,Dan Fogelberg,民谣
Rhythm of the Rain,Dan Fogelberg,民谣
Breeze (Album Version),Sophie Zelmani,民谣
I can't change,Sophie Zelmani,民谣
And The Winner Is,Gérard Darmon,民谣
Memory loves you,Sophie Zelmani,民谣
On a Slow Boat to China,Luke Thompson,民谣
Suicide Is Painless,Lady & Bird,民谣
Never Know,Jack Johnson,民谣
End of May,Keren Ann,民谣
Helpless,Neil Young,民谣
Stephanie Says,Lady & Bird,民谣
The Sound of Silence,Garfunkel/SiMoN,民谣
"Dona, Dona",Donovan,民谣
Riding To New York,Passenger,民谣
Ticket To Heaven,Dire Straits,民谣
September Blue,Chris Rea,民谣
I Want You,Tom Waits,民谣
Forget About,Sibylle Baier,民谣
Love Minus Zero,Bob Dylan,民谣
Old Shoes [& Picture Postcards],Tom Waits,民谣
The Wolves and the Ravens,Rogue Valley,民谣
Unknown Legend,Neil Young,民谣
My Body Is a Cage,Sara Lov,民谣
Romeo's Tune,Pajaro Sunrise,民谣
Take Me To Church,Jasmine Thompson,民谣
Your Bones,Of Monsters And Men,民谣
Say Something,Jasmine Thompson,民谣
Journey Through the Past,Neil Young,民谣
One,Johnny Cash,民谣
"Sea Green, See Blue",Jaymay,民谣
You Must Love Me,Rachel Chan,民谣
Scarborough Fair / Canticle,Simon & Garfunkel,民谣
El Condor Pasa,Simon & Garfunkel,民谣
After the Gold Rush,Patti Smith,民谣
Darklands,The Jesus and Mary Chain,民谣
Russian Roulette,Jack Savoretti,民谣
Famous Blue Raincoat,Leonard Cohen,民谣
Die alte Norne,Falkenstein,民谣
Happy Together,Charlie Landsborough,民谣
Colour To The Moon,Allan Taylor,民谣
Open Up Your Door,Richard Hawley,民谣
See The Sky About To Rain,Neil Young,民谣
L'onde Amère,Keren Ann,民谣
The Devil's Tears,Angus & Julia Stone,民谣
Harder Than Easy,Jack Savoretti,民谣
Between The Bars,Elliott Smith,民谣
When You Say Nothing at All,Keith Whitley,民谣
Ol' '55,Tom Waits,民谣
We Can't Stop,Boyce Avenue/Bea Miller,民谣
Some Dreams,Allan Taylor,民谣
The Stranger,Allan Taylor,民谣
Love In December,Club 8,民谣
I Can,Minnutes,民谣
I Remember,MOCCA,民谣
Géna And John,Gérard Darmon,民谣
Edelweiss,The Innocence Mission,民谣
Forever at Your Feet,Oh Susanna,民谣
If I Have To Go,Tom Waits,民谣
Workingman's Blues #2,Bob Dylan,民谣
Bicycle Tricycle,Rosie Thomas,民谣
You're The Best,Wet,民谣
Where Do I Begin,Andy Williams,民谣
Falling Slowly,Glen Hansard/Markéta Irglová,民谣
Bitter Heart,Zee Avi,民谣
